DEB [20220215-10:36:08.428] thr=1   paramiko.transport: starting thread (client mode): 0x435e4048
DEB [20220215-11:07:55.676] thr=15  paramiko.transport: Our pubkey algorithm list: ['rsa-sha2-512', 'rsa-sha2-256', 'ssh-rsa']
DEB [20220215-11:07:55.676] thr=15  paramiko.transport: Server did not send a server-sig-algs list; defaulting to our first preferred algo ('rsa-sha2-512')
DEB [20220215-11:07:55.676] thr=15  paramiko.transport: NOTE: you may use the 'disabled_algorithms' SSHClient/Transport init kwarg to disable that or other algorithms if your server does not support them!
DEB [20220215-11:07:55.678] thr=15  paramiko.transport: Authentication type (publickey) not permitted.
DEB [20220215-11:07:55.678] thr=15  paramiko.transport: Allowed methods: ['']
DEB [20220215-11:08:17.061] thr=2   paramiko.transport: [chan 0] Max packet in: 32768 bytes
ERR [20220215-11:08:17.062] thr=15  paramiko.transport: Secsh channel 0 open FAILED: : Connect failed
DEB [20220215-11:08:22.215] thr=16  paramiko.transport: starting thread (client mode): 0x3100f470
DEB [20220215-11:08:22.216] thr=16  paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.9.2
DEB [20220215-11:08:22.222] thr=16  paramiko.transport: Remote version/idstring: SSH-2.0-WeOnlyDo-wodFTPD 3.3.0.424
INF [20220215-11:08:22.222] thr=16  paramiko.transport: Connected (version 2.0, client WeOnlyDo-wodFTPD)
DEB [20220215-11:08:22.223] thr=16  paramiko.transport: === Key exchange possibilities ===
DEB [20220215-11:08:22.223] thr=16  paramiko.transport: kex algos: diffie-hellman-group1-sha1, diffie-hellman-group14-sha1
DEB [20220215-11:08:22.223] thr=16  paramiko.transport: server key: ssh-rsa
DEB [20220215-11:08:22.223] thr=16  paramiko.transport: client encrypt: aes128-cbc, aes128-ctr, 3des-cbc, blowfish-cbc, aes192-cbc, aes192-ctr, aes256-cbc, aes256-ctr, rijndael128-cbc, rijndael192-cbc, rijndael256-cbc, rijndael-cbc@lysator.liu.se
DEB [20220215-11:08:22.223] thr=16  paramiko.transport: server encrypt: aes128-cbc, aes128-ctr, 3des-cbc, blowfish-cbc, aes192-cbc, aes192-ctr, aes256-cbc, aes256-ctr, rijndael128-cbc, rijndael192-cbc, rijndael256-cbc, rijndael-cbc@lysator.liu.se
DEB [20220215-11:08:22.223] thr=16  paramiko.transport: client mac: hmac-sha1, hmac-md5, none
DEB [20220215-11:08:22.223] thr=16  paramiko.transport: server mac: hmac-sha1, hmac-md5, none
DEB [20220215-11:08:22.223] thr=16  paramiko.transport: client compress: zlib, none
DEB [20220215-11:08:22.223] thr=16  paramiko.transport: server compress: zlib, none
DEB [20220215-11:08:22.224] thr=16  paramiko.transport: client lang: <none>
DEB [20220215-11:08:22.224] thr=16  paramiko.transport: server lang: <none>
DEB [20220215-11:08:22.224] thr=16  paramiko.transport: kex follows: False
DEB [20220215-11:08:22.224] thr=16  paramiko.transport: === Key exchange agreements ===
DEB [20220215-11:08:22.224] thr=16  paramiko.transport: Kex: diffie-hellman-group14-sha1
DEB [20220215-11:08:22.224] thr=16  paramiko.transport: HostKey: ssh-rsa
DEB [20220215-11:08:22.224] thr=16  paramiko.transport: Cipher: aes128-ctr
DEB [20220215-11:08:22.224] thr=16  paramiko.transport: MAC: hmac-sha1
DEB [20220215-11:08:22.224] thr=16  paramiko.transport: Compression: none
DEB [20220215-11:08:22.224] thr=16  paramiko.transport: === End of kex handshake ===
DEB [20220215-11:08:22.599] thr=16  paramiko.transport: kex engine KexGroup14 specified hash_algo <built-in function openssl_sha1>
DEB [20220215-11:08:22.600] thr=16  paramiko.transport: Switch to new keys ...
DEB [20220215-11:08:22.600] thr=2   paramiko.transport: Attempting public-key auth...
DEB [20220215-11:08:22.601] thr=16  paramiko.transport: userauth is OK
DEB [20220215-11:08:22.601] thr=16  paramiko.transport: Finalizing pubkey algorithm for key of type 'ssh-rsa'
DEB [20220215-11:08:22.601] thr=16  paramiko.transport: Our pubkey algorithm list: ['rsa-sha2-512', 'rsa-sha2-256', 'ssh-rsa']
DEB [20220215-11:08:22.601] thr=16  paramiko.transport: Server did not send a server-sig-algs list; defaulting to our first preferred algo ('rsa-sha2-512')
DEB [20220215-11:08:22.601] thr=16  paramiko.transport: NOTE: you may use the 'disabled_algorithms' SSHClient/Transport init kwarg to disable that or other algorithms if your server does not support them!
DEB [20220215-11:08:22.603] thr=16  paramiko.transport: Authentication type (publickey) not permitted.
DEB [20220215-11:08:22.603] thr=16  paramiko.transport: Allowed methods: ['']
DEB [20220215-11:08:30.832] thr=17  paramiko.transport: starting thread (client mode): 0x31161748
DEB [20220215-11:08:30.833] thr=17  paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.9.2
DEB [20220215-11:08:30.838] thr=17  paramiko.transport: Remote version/idstring: SSH-2.0-WeOnlyDo-wodFTPD 3.3.0.424
INF [20220215-11:08:30.838] thr=17  paramiko.transport: Connected (version 2.0, client WeOnlyDo-wodFTPD)
DEB [20220215-11:08:30.839] thr=17  paramiko.transport: === Key exchange possibilities ===
DEB [20220215-11:08:30.839] thr=17  paramiko.transport: kex algos: diffie-hellman-group1-sha1, diffie-hellman-group14-sha1
DEB [20220215-11:08:30.839] thr=17  paramiko.transport: server key: ssh-rsa
DEB [20220215-11:08:30.839] thr=17  paramiko.transport: client encrypt: aes128-cbc, aes128-ctr, 3des-cbc, blowfish-cbc, aes192-cbc, aes192-ctr, aes256-cbc, aes256-ctr, rijndael128-cbc, rijndael192-cbc, rijndael256-cbc, rijndael-cbc@lysator.liu.se
DEB [20220215-11:08:30.839] thr=17  paramiko.transport: server encrypt: aes128-cbc, aes128-ctr, 3des-cbc, blowfish-cbc, aes192-cbc, aes192-ctr, aes256-cbc, aes256-ctr, rijndael128-cbc, rijndael192-cbc, rijndael256-cbc, rijndael-cbc@lysator.liu.se
DEB [20220215-11:08:30.839] thr=17  paramiko.transport: client mac: hmac-sha1, hmac-md5, none
DEB [20220215-11:08:30.840] thr=17  paramiko.transport: server mac: hmac-sha1, hmac-md5, none
DEB [20220215-11:08:30.840] thr=17  paramiko.transport: client compress: zlib, none
DEB [20220215-11:08:30.840] thr=17  paramiko.transport: server compress: zlib, none
DEB [20220215-11:08:30.840] thr=17  paramiko.transport: client lang: <none>
DEB [20220215-11:08:30.840] thr=17  paramiko.transport: server lang: <none>
DEB [20220215-11:08:30.840] thr=17  paramiko.transport: kex follows: False
DEB [20220215-11:08:30.840] thr=17  paramiko.transport: === Key exchange agreements ===
DEB [20220215-11:08:30.840] thr=17  paramiko.transport: Kex: diffie-hellman-group14-sha1
DEB [20220215-11:08:30.840] thr=17  paramiko.transport: HostKey: ssh-rsa
DEB [20220215-11:08:30.840] thr=17  paramiko.transport: Cipher: aes128-ctr
DEB [20220215-11:08:30.841] thr=17  paramiko.transport: MAC: hmac-sha1
DEB [20220215-11:08:30.841] thr=17  paramiko.transport: Compression: none
DEB [20220215-11:08:30.841] thr=17  paramiko.transport: === End of kex handshake ===
DEB [20220215-11:08:30.881] thr=17  paramiko.transport: kex engine KexGroup14 specified hash_algo <built-in function openssl_sha1>
DEB [20220215-11:08:30.881] thr=17  paramiko.transport: Switch to new keys ...
DEB [20220215-11:08:30.882] thr=2   paramiko.transport: Attempting password auth...
DEB [20220215-11:08:30.882] thr=17  paramiko.transport: userauth is OK
INF [20220215-11:08:30.883] thr=17  paramiko.transport: Authentication (password) failed.
DEB [20220215-11:09:18.214] thr=18  paramiko.transport: starting thread (client mode): 0x311484e0
DEB [20220215-11:09:18.214] thr=18  paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.9.2
DEB [20220215-11:09:18.217] thr=18  paramiko.transport: Remote version/idstring: SSH-2.0-WeOnlyDo-wodFTPD 3.3.0.424
INF [20220215-11:09:18.218] thr=18  paramiko.transport: Connected (version 2.0, client WeOnlyDo-wodFTPD)
DEB [20220215-11:09:18.218] thr=18  paramiko.transport: === Key exchange possibilities ===
DEB [20220215-11:09:18.219] thr=18  paramiko.transport: kex algos: diffie-hellman-group1-sha1, diffie-hellman-group14-sha1
DEB [20220215-11:09:18.219] thr=18  paramiko.transport: server key: ssh-rsa
DEB [20220215-11:09:18.219] thr=18  paramiko.transport: client encrypt: aes128-cbc, aes128-ctr, 3des-cbc, blowfish-cbc, aes192-cbc, aes192-ctr, aes256-cbc, aes256-ctr, rijndael128-cbc, rijndael192-cbc, rijndael256-cbc, rijndael-cbc@lysator.liu.se
DEB [20220215-11:09:18.219] thr=18  paramiko.transport: server encrypt: aes128-cbc, aes128-ctr, 3des-cbc, blowfish-cbc, aes192-cbc, aes192-ctr, aes256-cbc, aes256-ctr, rijndael128-cbc, rijndael192-cbc, rijndael256-cbc, rijndael-cbc@lysator.liu.se
DEB [20220215-11:09:18.219] thr=18  paramiko.transport: client mac: hmac-sha1, hmac-md5, none
DEB [20220215-11:09:18.219] thr=18  paramiko.transport: server mac: hmac-sha1, hmac-md5, none
DEB [20220215-11:09:18.219] thr=18  paramiko.transport: client compress: zlib, none
DEB [20220215-11:09:18.219] thr=18  paramiko.transport: server compress: zlib, none
DEB [20220215-11:09:18.219] thr=18  paramiko.transport: client lang: <none>
DEB [20220215-11:09:18.219] thr=18  paramiko.transport: server lang: <none>
DEB [20220215-11:09:18.220] thr=18  paramiko.transport: kex follows: False
DEB [20220215-11:09:18.220] thr=18  paramiko.transport: === Key exchange agreements ===
DEB [20220215-11:09:18.220] thr=18  paramiko.transport: Kex: diffie-hellman-group14-sha1
DEB [20220215-11:09:18.220] thr=18  paramiko.transport: HostKey: ssh-rsa
DEB [20220215-11:09:18.220] thr=18  paramiko.transport: Cipher: aes128-ctr
DEB [20220215-11:09:18.220] thr=18  paramiko.transport: MAC: hmac-sha1
DEB [20220215-11:09:18.220] thr=18  paramiko.transport: Compression: none
DEB [20220215-11:09:18.220] thr=18  paramiko.transport: === End of kex handshake ===
DEB [20220215-11:09:18.260] thr=18  paramiko.transport: kex engine KexGroup14 specified hash_algo <built-in function openssl_sha1>
DEB [20220215-11:09:18.261] thr=18  paramiko.transport: Switch to new keys ...
DEB [20220215-11:09:18.261] thr=2   paramiko.transport: Attempting public-key auth...
DEB [20220215-11:09:18.262] thr=18  paramiko.transport: userauth is OK
DEB [20220215-11:09:18.262] thr=18  paramiko.transport: Finalizing pubkey algorithm for key of type 'ssh-rsa'
DEB [20220215-11:09:18.262] thr=18  paramiko.transport: Our pubkey algorithm list: ['rsa-sha2-512', 'rsa-sha2-256', 'ssh-rsa']
DEB [20220215-11:09:18.262] thr=18  paramiko.transport: Server did not send a server-sig-algs list; defaulting to our first preferred algo ('rsa-sha2-512')
DEB [20220215-11:09:18.262] thr=18  paramiko.transport: NOTE: you may use the 'disabled_algorithms' SSHClient/Transport init kwarg to disable that or other algorithms if your server does not support them!
DEB [20220215-11:09:18.264] thr=18  paramiko.transport: Authentication type (publickey) not permitted.
DEB [20220215-11:09:18.264] thr=18  paramiko.transport: Allowed methods: ['']
DEB [20220215-11:22:02.366] thr=19  paramiko.transport: starting thread (client mode): 0x32155438
DEB [20220215-11:22:02.367] thr=19  paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.9.2
DEB [20220215-11:22:02.372] thr=19  paramiko.transport: Remote version/idstring: SSH-2.0-WeOnlyDo-wodFTPD 3.3.0.424
INF [20220215-11:22:02.372] thr=19  paramiko.transport: Connected (version 2.0, client WeOnlyDo-wodFTPD)
DEB [20220215-11:22:02.373] thr=19  paramiko.transport: === Key exchange possibilities ===
DEB [20220215-11:22:02.373] thr=19  paramiko.transport: kex algos: diffie-hellman-group1-sha1, diffie-hellman-group14-sha1
DEB [20220215-11:22:02.373] thr=19  paramiko.transport: server key: ssh-rsa
DEB [20220215-11:22:02.373] thr=19  paramiko.transport: client encrypt: aes128-cbc, aes128-ctr, 3des-cbc, blowfish-cbc, aes192-cbc, aes192-ctr, aes256-cbc, aes256-ctr, rijndael128-cbc, rijndael192-cbc, rijndael256-cbc, rijndael-cbc@lysator.liu.se
DEB [20220215-11:22:02.373] thr=19  paramiko.transport: server encrypt: aes128-cbc, aes128-ctr, 3des-cbc, blowfish-cbc, aes192-cbc, aes192-ctr, aes256-cbc, aes256-ctr, rijndael128-cbc, rijndael192-cbc, rijndael256-cbc, rijndael-cbc@lysator.liu.se
DEB [20220215-11:22:02.373] thr=19  paramiko.transport: client mac: hmac-sha1, hmac-md5, none
DEB [20220215-11:22:02.373] thr=19  paramiko.transport: server mac: hmac-sha1, hmac-md5, none
DEB [20220215-11:22:02.373] thr=19  paramiko.transport: client compress: zlib, none
DEB [20220215-11:22:02.374] thr=19  paramiko.transport: server compress: zlib, none
DEB [20220215-11:22:02.374] thr=19  paramiko.transport: client lang: <none>
DEB [20220215-11:22:02.374] thr=19  paramiko.transport: server lang: <none>
DEB [20220215-11:22:02.374] thr=19  paramiko.transport: kex follows: False
DEB [20220215-11:22:02.374] thr=19  paramiko.transport: === Key exchange agreements ===
DEB [20220215-11:22:02.374] thr=19  paramiko.transport: Kex: diffie-hellman-group14-sha1
DEB [20220215-11:22:02.374] thr=19  paramiko.transport: HostKey: ssh-rsa
DEB [20220215-11:22:02.374] thr=19  paramiko.transport: Cipher: aes128-ctr
DEB [20220215-11:22:02.374] thr=19  paramiko.transport: MAC: hmac-sha1
DEB [20220215-11:22:02.374] thr=19  paramiko.transport: Compression: none
DEB [20220215-11:22:02.375] thr=19  paramiko.transport: === End of kex handshake ===
DEB [20220215-11:22:02.415] thr=19  paramiko.transport: kex engine KexGroup14 specified hash_algo <built-in function openssl_sha1>
DEB [20220215-11:22:02.416] thr=19  paramiko.transport: Switch to new keys ...
DEB [20220215-11:22:02.416] thr=2   paramiko.transport: Attempting password auth...
DEB [20220215-11:22:02.417] thr=19  paramiko.transport: userauth is OK
INF [20220215-11:22:02.417] thr=19  paramiko.transport: Authentication (password) failed.
DEB [20220215-11:31:23.900] thr=1   paramiko.transport: starting thread (client mode): 0x2437b4a8
DEB [20220215-11:31:23.900] thr=1   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.9.2
DEB [20220215-11:31:23.905] thr=1   paramiko.transport: Remote version/idstring: SSH-2.0-WeOnlyDo-wodFTPD 3.3.0.424
INF [20220215-11:31:23.905] thr=1   paramiko.transport: Connected (version 2.0, client WeOnlyDo-wodFTPD)
DEB [20220215-11:31:23.907] thr=1   paramiko.transport: === Key exchange possibilities ===
DEB [20220215-11:31:23.907] thr=1   paramiko.transport: kex algos: diffie-hellman-group1-sha1, diffie-hellman-group14-sha1
DEB [20220215-11:31:23.907] thr=1   paramiko.transport: server key: ssh-rsa
DEB [20220215-11:31:23.907] thr=1   paramiko.transport: client encrypt: aes128-cbc, aes128-ctr, 3des-cbc, blowfish-cbc, aes192-cbc, aes192-ctr, aes256-cbc, aes256-ctr, rijndael128-cbc, rijndael192-cbc, rijndael256-cbc, rijndael-cbc@lysator.liu.se
DEB [20220215-11:31:23.907] thr=1   paramiko.transport: server encrypt: aes128-cbc, aes128-ctr, 3des-cbc, blowfish-cbc, aes192-cbc, aes192-ctr, aes256-cbc, aes256-ctr, rijndael128-cbc, rijndael192-cbc, rijndael256-cbc, rijndael-cbc@lysator.liu.se
DEB [20220215-11:31:23.907] thr=1   paramiko.transport: client mac: hmac-sha1, hmac-md5, none
DEB [20220215-11:31:23.907] thr=1   paramiko.transport: server mac: hmac-sha1, hmac-md5, none
DEB [20220215-11:31:23.907] thr=1   paramiko.transport: client compress: zlib, none
DEB [20220215-11:31:23.907] thr=1   paramiko.transport: server compress: zlib, none
DEB [20220215-11:31:23.907] thr=1   paramiko.transport: client lang: <none>
DEB [20220215-11:31:23.907] thr=1   paramiko.transport: server lang: <none>
DEB [20220215-11:31:23.908] thr=1   paramiko.transport: kex follows: False
DEB [20220215-11:31:23.908] thr=1   paramiko.transport: === Key exchange agreements ===
DEB [20220215-11:31:23.908] thr=1   paramiko.transport: Kex: diffie-hellman-group14-sha1
DEB [20220215-11:31:23.908] thr=1   paramiko.transport: HostKey: ssh-rsa
DEB [20220215-11:31:23.908] thr=1   paramiko.transport: Cipher: aes128-ctr
DEB [20220215-11:31:23.908] thr=1   paramiko.transport: MAC: hmac-sha1
DEB [20220215-11:31:23.908] thr=1   paramiko.transport: Compression: none
DEB [20220215-11:31:23.908] thr=1   paramiko.transport: === End of kex handshake ===
DEB [20220215-11:31:24.161] thr=1   paramiko.transport: kex engine KexGroup14 specified hash_algo <built-in function openssl_sha1>
DEB [20220215-11:31:24.162] thr=1   paramiko.transport: Switch to new keys ...
DEB [20220215-11:31:24.162] thr=2   paramiko.transport: Adding ssh-rsa host key for 192.168.1.39: b'eef73aae381edd02453f217879c2679f'
DEB [20220215-11:31:24.169] thr=1   paramiko.transport: userauth is OK
INF [20220215-11:31:24.169] thr=1   paramiko.transport: Authentication (password) failed.
DEB [20220215-11:32:11.788] thr=3   paramiko.transport: starting thread (client mode): 0x25440390
DEB [20220215-11:32:11.789] thr=3   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.9.2
DEB [20220215-11:32:11.792] thr=3   paramiko.transport: Remote version/idstring: SSH-2.0-WeOnlyDo-wodFTPD 3.3.0.424
INF [20220215-11:32:11.793] thr=3   paramiko.transport: Connected (version 2.0, client WeOnlyDo-wodFTPD)
DEB [20220215-11:32:11.794] thr=3   paramiko.transport: === Key exchange possibilities ===
DEB [20220215-11:32:11.794] thr=3   paramiko.transport: kex algos: diffie-hellman-group1-sha1, diffie-hellman-group14-sha1
DEB [20220215-11:32:11.794] thr=3   paramiko.transport: server key: ssh-rsa
DEB [20220215-11:32:11.794] thr=3   paramiko.transport: client encrypt: aes128-cbc, aes128-ctr, 3des-cbc, blowfish-cbc, aes192-cbc, aes192-ctr, aes256-cbc, aes256-ctr, rijndael128-cbc, rijndael192-cbc, rijndael256-cbc, rijndael-cbc@lysator.liu.se
DEB [20220215-11:32:11.794] thr=3   paramiko.transport: server encrypt: aes128-cbc, aes128-ctr, 3des-cbc, blowfish-cbc, aes192-cbc, aes192-ctr, aes256-cbc, aes256-ctr, rijndael128-cbc, rijndael192-cbc, rijndael256-cbc, rijndael-cbc@lysator.liu.se
DEB [20220215-11:32:11.794] thr=3   paramiko.transport: client mac: hmac-sha1, hmac-md5, none
DEB [20220215-11:32:11.794] thr=3   paramiko.transport: server mac: hmac-sha1, hmac-md5, none
DEB [20220215-11:32:11.794] thr=3   paramiko.transport: client compress: zlib, none
DEB [20220215-11:32:11.794] thr=3   paramiko.transport: server compress: zlib, none
DEB [20220215-11:32:11.794] thr=3   paramiko.transport: client lang: <none>
DEB [20220215-11:32:11.794] thr=3   paramiko.transport: server lang: <none>
DEB [20220215-11:32:11.795] thr=3   paramiko.transport: kex follows: False
DEB [20220215-11:32:11.795] thr=3   paramiko.transport: === Key exchange agreements ===
DEB [20220215-11:32:11.795] thr=3   paramiko.transport: Kex: diffie-hellman-group14-sha1
DEB [20220215-11:32:11.795] thr=3   paramiko.transport: HostKey: ssh-rsa
DEB [20220215-11:32:11.795] thr=3   paramiko.transport: Cipher: aes128-ctr
DEB [20220215-11:32:11.795] thr=3   paramiko.transport: MAC: hmac-sha1
DEB [20220215-11:32:11.795] thr=3   paramiko.transport: Compression: none
DEB [20220215-11:32:11.795] thr=3   paramiko.transport: === End of kex handshake ===
DEB [20220215-11:32:11.835] thr=3   paramiko.transport: kex engine KexGroup14 specified hash_algo <built-in function openssl_sha1>
DEB [20220215-11:32:11.836] thr=3   paramiko.transport: Switch to new keys ...
DEB [20220215-11:32:11.836] thr=2   paramiko.transport: Attempting password auth...
DEB [20220215-11:32:11.837] thr=3   paramiko.transport: userauth is OK
INF [20220215-11:32:11.837] thr=3   paramiko.transport: Authentication (password) failed.
DEB [20220215-11:32:34.148] thr=4   paramiko.transport: starting thread (client mode): 0x25440240
DEB [20220215-11:32:34.148] thr=4   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.9.2
DEB [20220215-11:32:34.149] thr=4   paramiko.transport: Remote version/idstring: SSH-2.0-WeOnlyDo-wodFTPD 3.3.0.424
INF [20220215-11:32:34.149] thr=4   paramiko.transport: Connected (version 2.0, client WeOnlyDo-wodFTPD)
DEB [20220215-11:32:34.150] thr=4   paramiko.transport: === Key exchange possibilities ===
DEB [20220215-11:32:34.150] thr=4   paramiko.transport: kex algos: diffie-hellman-group1-sha1, diffie-hellman-group14-sha1
DEB [20220215-11:32:34.150] thr=4   paramiko.transport: server key: ssh-rsa
DEB [20220215-11:32:34.150] thr=4   paramiko.transport: client encrypt: aes128-cbc, aes128-ctr, 3des-cbc, blowfish-cbc, aes192-cbc, aes192-ctr, aes256-cbc, aes256-ctr, rijndael128-cbc, rijndael192-cbc, rijndael256-cbc, rijndael-cbc@lysator.liu.se
DEB [20220215-11:32:34.150] thr=4   paramiko.transport: server encrypt: aes128-cbc, aes128-ctr, 3des-cbc, blowfish-cbc, aes192-cbc, aes192-ctr, aes256-cbc, aes256-ctr, rijndael128-cbc, rijndael192-cbc, rijndael256-cbc, rijndael-cbc@lysator.liu.se
DEB [20220215-11:32:34.150] thr=4   paramiko.transport: client mac: hmac-sha1, hmac-md5, none
DEB [20220215-11:32:34.150] thr=4   paramiko.transport: server mac: hmac-sha1, hmac-md5, none
DEB [20220215-11:32:34.150] thr=4   paramiko.transport: client compress: zlib, none
DEB [20220215-11:32:34.151] thr=4   paramiko.transport: server compress: zlib, none
DEB [20220215-11:32:34.151] thr=4   paramiko.transport: client lang: <none>
DEB [20220215-11:32:34.151] thr=4   paramiko.transport: server lang: <none>
DEB [20220215-11:32:34.151] thr=4   paramiko.transport: kex follows: False
DEB [20220215-11:32:34.151] thr=4   paramiko.transport: === Key exchange agreements ===
DEB [20220215-11:32:34.151] thr=4   paramiko.transport: Kex: diffie-hellman-group14-sha1
DEB [20220215-11:32:34.151] thr=4   paramiko.transport: HostKey: ssh-rsa
DEB [20220215-11:32:34.151] thr=4   paramiko.transport: Cipher: aes128-ctr
DEB [20220215-11:32:34.151] thr=4   paramiko.transport: MAC: hmac-sha1
DEB [20220215-11:32:34.152] thr=4   paramiko.transport: Compression: none
DEB [20220215-11:32:34.152] thr=4   paramiko.transport: === End of kex handshake ===
DEB [20220215-11:32:34.191] thr=4   paramiko.transport: kex engine KexGroup14 specified hash_algo <built-in function openssl_sha1>
DEB [20220215-11:32:34.192] thr=4   paramiko.transport: Switch to new keys ...
DEB [20220215-11:32:51.485] thr=5   paramiko.transport: starting thread (client mode): 0x2544e6a0
DEB [20220215-11:32:51.485] thr=5   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.9.2
DEB [20220215-11:32:51.489] thr=5   paramiko.transport: Remote version/idstring: SSH-2.0-WeOnlyDo-wodFTPD 3.3.0.424
INF [20220215-11:32:51.489] thr=5   paramiko.transport: Connected (version 2.0, client WeOnlyDo-wodFTPD)
DEB [20220215-11:32:51.490] thr=5   paramiko.transport: === Key exchange possibilities ===
DEB [20220215-11:32:51.490] thr=5   paramiko.transport: kex algos: diffie-hellman-group1-sha1, diffie-hellman-group14-sha1
DEB [20220215-11:32:51.491] thr=5   paramiko.transport: server key: ssh-rsa
DEB [20220215-11:32:51.491] thr=5   paramiko.transport: client encrypt: aes128-cbc, aes128-ctr, 3des-cbc, blowfish-cbc, aes192-cbc, aes192-ctr, aes256-cbc, aes256-ctr, rijndael128-cbc, rijndael192-cbc, rijndael256-cbc, rijndael-cbc@lysator.liu.se
DEB [20220215-11:32:51.491] thr=5   paramiko.transport: server encrypt: aes128-cbc, aes128-ctr, 3des-cbc, blowfish-cbc, aes192-cbc, aes192-ctr, aes256-cbc, aes256-ctr, rijndael128-cbc, rijndael192-cbc, rijndael256-cbc, rijndael-cbc@lysator.liu.se
DEB [20220215-11:32:51.491] thr=5   paramiko.transport: client mac: hmac-sha1, hmac-md5, none
DEB [20220215-11:32:51.491] thr=5   paramiko.transport: server mac: hmac-sha1, hmac-md5, none
DEB [20220215-11:32:51.491] thr=5   paramiko.transport: client compress: zlib, none
DEB [20220215-11:32:51.491] thr=5   paramiko.transport: server compress: zlib, none
DEB [20220215-11:32:51.491] thr=5   paramiko.transport: client lang: <none>
DEB [20220215-11:32:51.491] thr=5   paramiko.transport: server lang: <none>
DEB [20220215-11:32:51.492] thr=5   paramiko.transport: kex follows: False
DEB [20220215-11:32:51.492] thr=5   paramiko.transport: === Key exchange agreements ===
DEB [20220215-11:32:51.492] thr=5   paramiko.transport: Kex: diffie-hellman-group14-sha1
DEB [20220215-11:32:51.492] thr=5   paramiko.transport: HostKey: ssh-rsa
DEB [20220215-11:32:51.492] thr=5   paramiko.transport: Cipher: aes128-ctr
DEB [20220215-11:32:51.492] thr=5   paramiko.transport: MAC: hmac-sha1
DEB [20220215-11:32:51.492] thr=5   paramiko.transport: Compression: none
DEB [20220215-11:32:51.492] thr=5   paramiko.transport: === End of kex handshake ===
DEB [20220215-11:32:51.533] thr=5   paramiko.transport: kex engine KexGroup14 specified hash_algo <built-in function openssl_sha1>
DEB [20220215-11:32:51.533] thr=5   paramiko.transport: Switch to new keys ...
DEB [20220215-11:32:51.534] thr=2   paramiko.transport: Attempting password auth...
DEB [20220215-11:32:51.535] thr=5   paramiko.transport: userauth is OK
INF [20220215-11:32:51.535] thr=5   paramiko.transport: Authentication (password) failed.
DEB [20220215-11:32:58.827] thr=6   paramiko.transport: starting thread (client mode): 0x25473d30
DEB [20220215-11:32:58.827] thr=6   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.9.2
DEB [20220215-11:32:58.831] thr=6   paramiko.transport: Remote version/idstring: SSH-2.0-WeOnlyDo-wodFTPD 3.3.0.424
INF [20220215-11:32:58.831] thr=6   paramiko.transport: Connected (version 2.0, client WeOnlyDo-wodFTPD)
DEB [20220215-11:32:58.832] thr=6   paramiko.transport: === Key exchange possibilities ===
DEB [20220215-11:32:58.832] thr=6   paramiko.transport: kex algos: diffie-hellman-group1-sha1, diffie-hellman-group14-sha1
DEB [20220215-11:32:58.832] thr=6   paramiko.transport: server key: ssh-rsa
DEB [20220215-11:32:58.832] thr=6   paramiko.transport: client encrypt: aes128-cbc, aes128-ctr, 3des-cbc, blowfish-cbc, aes192-cbc, aes192-ctr, aes256-cbc, aes256-ctr, rijndael128-cbc, rijndael192-cbc, rijndael256-cbc, rijndael-cbc@lysator.liu.se
DEB [20220215-11:32:58.832] thr=6   paramiko.transport: server encrypt: aes128-cbc, aes128-ctr, 3des-cbc, blowfish-cbc, aes192-cbc, aes192-ctr, aes256-cbc, aes256-ctr, rijndael128-cbc, rijndael192-cbc, rijndael256-cbc, rijndael-cbc@lysator.liu.se
DEB [20220215-11:32:58.832] thr=6   paramiko.transport: client mac: hmac-sha1, hmac-md5, none
DEB [20220215-11:32:58.833] thr=6   paramiko.transport: server mac: hmac-sha1, hmac-md5, none
DEB [20220215-11:32:58.833] thr=6   paramiko.transport: client compress: zlib, none
DEB [20220215-11:32:58.833] thr=6   paramiko.transport: server compress: zlib, none
DEB [20220215-11:32:58.833] thr=6   paramiko.transport: client lang: <none>
DEB [20220215-11:32:58.833] thr=6   paramiko.transport: server lang: <none>
DEB [20220215-11:32:58.833] thr=6   paramiko.transport: kex follows: False
DEB [20220215-11:32:58.833] thr=6   paramiko.transport: === Key exchange agreements ===
DEB [20220215-11:32:58.833] thr=6   paramiko.transport: Kex: diffie-hellman-group14-sha1
DEB [20220215-11:32:58.834] thr=6   paramiko.transport: HostKey: ssh-rsa
DEB [20220215-11:32:58.834] thr=6   paramiko.transport: Cipher: aes128-ctr
DEB [20220215-11:32:58.834] thr=6   paramiko.transport: MAC: hmac-sha1
DEB [20220215-11:32:58.834] thr=6   paramiko.transport: Compression: none
DEB [20220215-11:32:58.834] thr=6   paramiko.transport: === End of kex handshake ===
